,url,stars,material
153,https://shop.lululemon.com/p/tops-long-sleeve/Ever-Ready-Long-Sleeve-Modal-MD/_/prod10410024,"['27', '1', '1', '2', '0']","['95% Modal', '5% Elastane']"
154,https://shop.lululemon.com/p/women-tanks/Esker-Cropped-Tank-MD/_/prod9491557,"['5', '2', '0', '2', '2']","['80% Tencel® lyocell', '15% Linen', '5% Elastane']"
155,https://shop.lululemon.com/p/womens-t-shirts/Cates-Tee-Veil-MD/_/prod10210207,"['14', '2', '1', '0', '1']","['55% Viscose', '45% Polyester', '35% Polyester', '65% Viscose']"
156,https://shop.lululemon.com/p/women-tanks/Adapt-to-You-Tank-MD/_/prod10140105,"['29', '8', '4', '1', '2']","['92% Pima cotton', '8% Lycra® elastane', '92% Lenzing® modal', '8% Elastane']"
157,https://shop.lululemon.com/p/men-ss-tops/Sarala-SS-Tee-MD/_/prod10210191,"['1', '1', '1', '1', '1']","['65% Recycled nylon', '30% Nylon', '5% Elastane', '80% Tencel® lyocell', '15% Linen', '5% Elastane']"
158,https://shop.lululemon.com/p/tops-long-sleeve/Full-Day-Ahead-Shirt-MD/_/prod9710365,"['103', '52', '36', '38', '58']","['61% Cotton', '32% Polyester', '7% Lycra® elastane']"
159,https://shop.lululemon.com/p/women-tanks/Sheer-Will-Tank-Pulse-MD/_/prod9790034,"['42', '15', '6', '3', '7']","['73% Nylon', '27% Xtra life lycra® elastane']"
160,https://shop.lululemon.com/p/women-tanks/Stronger-as-One-Muscle-Tank-MD/_/prod10070226,"['21', '2', '3', '2', '9']","['75% Polyester', '19% Lyocell', '3% Lycra® elastane', '3% X-static® nylon']"
161,https://shop.lululemon.com/p/women-tanks/Dynamic-Days-Tank-MD/_/prod10040063,"['3', '1', '5', '1', '1']","['78% Nylon', '22% Lycra® elastane', '100% Polyester']"
162,https://shop.lululemon.com/p/tops-long-sleeve/LAB-Kosaten-LS-MD/_/prod10000130,[],"['80% Tencel® lyocell', '15% Linen', '5% Elastane']"
